status,tagline,title,vote_average,vote_count
Released,Every dog has his day.,Reservoir Dogs,8,3697
Released,,The Blue Bird,6.4,8
Released,Everybody belongs somewhere,Blue Like Jazz,5.8,25
Released,Ain't Rock 'N' Roll a bitch.,Down & Out With The Dolls,0,0
Released,Capitalizing on hope.,"Pink Ribbons, Inc.",6.8,6
Released,,Certifiably Jonathan,0,0
Released,,The Blade of Don Juan,0,0
Released,It's better to burn out than to fade away.,Grand Theft Parsons,6,11
Released,UNRATED. A film with many happy endings...,Extreme Movie,3.9,44
Released,"The reckless lancers sweep on and on - so that a woman's heart might not be broken! You're not fighting a single legion - you're fighting the entire British army, Surat Khan!",The Charge of the Light Brigade,6.8,18
Released,There's nothing scarier than a blank page.,Below Zero,4.4,12
Released,,Crowsnest,4.8,12
Released,There are two kinds of people: those who get AIRBORNE...and those who don't.,Airborne,6.1,20
Released,"Introducing COFFIN ED and GRAVEDIGGER, two detectives only a mother could love.",Cotton Comes to Harlem,6.7,13
Released,Every family has its demons. The truth will possess us all.,The Wicked Within,4.2,26
Released,,Bleeding Hearts,2,1
Released,What happens in the kitchen ends up on the plate.,Waiting...,6.2,237
Released,He's in all of us.,Dead Man's Shoes,7.2,151
Released,Welcome to Oldfield. Stop in for a night of pure terror.,From a Whisper to a Scream,6.8,15
Released,,Sex With Strangers,5,1
Released,,Dracula: Pages from a Virgin's Diary,6.9,8
Released,,Faith Like Potatoes,6,9
Released,Beyond Science. Beyond Sanity. Beyond Control.,Beyond the Black Rainbow,5.7,77
Released,How Do You Kill Something That's Already Dead?,The Dead Undead,3.1,6
Released,The public were never meant to know,The Vatican Exorcisms,4.4,11
Released,They had a date with fate in Casablanca!,Casablanca,7.9,1422
Released,If you've never seen a ghost... Look closer.,Lake Mungo,6.1,90
Released,Amazing companions on an incredible journey...that journeys beyond imagination!,Silent Running,6.3,177
Released,His whole life was a million-to-one shot.,Rocky,7.5,1791
Released,,The Sleepwalker,4.1,7
Released,Tom Jones! . . . loves and loves and loves and loves . . .,Tom Jones,6.1,39
Released,"Online, your memories last forever. But so do your mistakes.",Unfriended,5.5,1047
Released,"On every street in every city, there's a nobody who dreams of being a somebody.",Taxi Driver,8,2535
Released,Imagine your worst fear a reality,The Howling,6.4,161
Released,NOW meet the most extraordinary gentleman spy in all fiction!,Dr. No,6.9,940
Released,Experience the fallout,Chernobyl Diaries,4.9,483
Released,He'll tear your soul apart.,Hellraiser,6.9,449
Released,,God's Not Dead 2,5.7,72
Released,Nobody believes a liar...even when they're telling the truth.,Cry_Wolf,5.6,126
Released,Nobody Baby But You And Me,Blue Valentine,6.9,890
Released,Life is a Journey. Bring an Open Mind.,Transamerica,6.9,144
Released,No soul is safe.,The Devil Inside,4.6,262
Released,This Is Not A Sequel. There Has Never Been Anything Like It!,Beyond the Valley of the Dolls,6.6,53
Released,HEAR ELVIS SING . . .,Love Me Tender,5.5,21
Released,By far the most terrifying film you will ever see.,An Inconvenient Truth,6.7,251
Released,A Great Human Story... Makes A Mighty Motion Picture!!!,Sands of Iwo Jima,6.2,33
Released,A master director shining his light on the best rock band on the planet.,Shine a Light,7.2,44
Released,Fear will eat you alive.,The Green Inferno,5,349
Released,,Departure,7.5,12
Released,The festival hit of the year!,The Sessions,6.6,179
Released,You'll never look at dinner the same way again.,"Food, Inc.",7.4,217
Released,Every Life Is Beautiful,October Baby,6.8,35
Released,Romance Is Her Destination.,Next Stop Wonderland,6,20
Released,Family is a cruel joke.,The Skeleton Twins,6.7,292
Released,You can get away. But you can never escape.,Martha Marcy May Marlene,6.7,277
Released,,Obvious Child,6.7,187
Released,,Frozen River,6.7,99
Released,,20 Feet from Stardom,7.4,85
Released,Thanks to his two girlfriends Blake is about to learn a new sexual position. Honesty,Two Girls and a Guy,5.4,24
Released,A movie for everyone who wants to get married and stay single at the same time.,Walking and Talking,6.6,7
Released,A lack of consumer confidence... or conspiracy?,Who Killed the Electric Car?,7.2,59
Released,,The Broken Hearts Club: A Romantic Comedy,6.3,25
Released,The King vs. The King of the Dead.,Bubba Ho-tep,6.7,191
Released,Words make sense of a world that won't.,Slam,6.7,7
Released,,Brigham City,7.3,4
Released,Fighting crime never felt so good!,Orgazmo,6.2,115
Released,Love is a puzzle. These are the pieces.,All the Real Girls,5.9,30
Released,"An oddball odyssey about voyeurism, LSD and nude bowling!",Dream with the Fishes,7.7,10
Released,Ready or not... the future comes just the same.,Blue Car,6.7,13
Released,,Palo Alto,6.4,348
Released,"Life is a trip, but the afterlife is one hell of a ride",Wristcutters: A Love Story,6.7,160
Released,,I Origins,7.5,1063
Released,"When you're 17, every day is war.",The Battle of Shaker Heights,5.6,17
Released,"In 2002, a young cap driver picked up a few passengers near his home in Afghanistan... He never returned",Taxi to the Dark Side,6.6,53
Released,The untold story of the team that had America at its feet.,Once in a Lifetime: The Extraordinary Story of the New York Cosmos,4.7,3
Released,,Guiana 1838,2.8,3
Released,,Lisa Picard Is Famous,4,1
Released,Step Outside The Box,Antarctica: A Year on Ice,7.2,29
Released,,A LEGO Brickumentary,6.4,55
Released,What do you do when your life does a 180?,Hardflip,4.7,5
Released,,Chocolate: Deep Dark Secrets,3.4,6
Released,Talk on the phone. Finish your homework. Watch TV. Die.,The House of the Devil,6,197
Released,Dinner Parties Are A Dying Art.,The Perfect Host,6.2,135
Released,Welcome to the world of disorganised crime.,Safe Men,6.3,16
Released,There's no place for dreams on the streets of Vegas,Speedway Junky,5.2,7
Released,"The culture is going down on itself... go ahead, Scream!",The Last Big Thing,6,3
Released,,The Specials,5.5,11
Released,,16 to Life,4.4,5
Released,Anytime. Anywhere. He's watching.,Alone With Her,6.2,20
Released,A story about virtually everything,Creative Control,5.4,25
Released,,Special,6.6,32
Released,,Sparkler,0,1
Rumored,,The Helix... Loaded,4.8,2
Released,Behind Enemy Lines No Man Can Stop Her. Only One Woman Can Touch Her.,In Her Line of Fire,3.3,9
Released,,The Jimmy Show,8,1
Released,,Karachi se Lahore,8,1
Released,,Loving Annabelle,6.4,55
Released,Based on a true story... that hasn't happened yet.,Hits,4.9,23
Released,,Jimmy and Judy,5.4,8
Released,,Frat Party,3.5,4
Released,,The Party's Over,6.1,6
Released,Proudly We Served,Proud,5.5,3
Released,"Lust, drugs and violence... no place for a kid.",The Poker House,6.1,47
Released,,Childless,4.5,2
Released,They're just like you ... only dead,ZMD: Zombies of Mass Destruction,4.7,31
Released,This is no fairy tale,Snow White: A Deadly Summer,4.8,11
Released,,Steppin: The Movie,5,4
Released,,Doc Holliday's Revenge,3.2,3
Released,Not every island is a paradise.,Black Rock,4.9,78
Released,Truth or Die,Truth or Dare,5.7,117
Released,,The Pet,5.3,3
Released,"Once upon a time, there was a girl...",Bang Bang Baby,6.6,8
Released,,Fear Clinic,4,42
Released,,Zombie Hunter,3.5,34
Released,Together they learnt to dream again,A Fine Step,4.1,7
Released,A love story that begins with an incredible experiment!,Charly,6.6,28
Released,"The experiments are over, the terror has just begun...",Banshee Chapter,5.7,92
Released,Young. Not so innocent.,Ask Me Anything,5.5,155
Released,,And Then Came Love,5,1
Released,The Man Lived by the Jungle Law of the Docks!,On the Waterfront,8,357
Released,A comedy that's a real mother.,L!fe Happens,5.3,66
Released,,The Horror Network Vol. 1,5,2
Released,Strangers shouldn't talk to little girls.,Hard Candy,6.8,701
Released,Isn't it time everyone hears your secrets?,The Quiet,6.1,73
Released,Every step brings you closer to the edge,Fruitvale Station,7.3,390
Released,Everyone Has A Price. What's Yours?,The Brass Teapot,5.8,160
Released,A great love story.,Bambi,6.8,1405
Released,Some Guys Don't Know Their Destiny Till It Hits Them In The Face.,The Hammer,6.5,15
Released,Aaron prays. Christian plays... Opposites attract.,Latter Days,6.7,56
Released,,1982,5,1
Released,Lose your hang-ups. Find your calling.,"For a Good Time, Call...",5.8,110
Released,A Loved Story,Celeste & Jesse Forever,6.4,163
Released,What if you could see the future impact of your beliefs? One man will.,Time Changer,5.2,9
Released,Innocence has nowhere to hide,London to Brighton,6.5,34
Released,From zero to superhero,American Hero,5,62
Released,,Windsor Drive,2,1
Rumored,A Bad Trip Down Memory Lane,Crying with Laughter,7,1
Released,Not all girls want to play with dolls.,Welcome to the Dollhouse,6.9,103
Released,A woman's search for herself.,Ruby in Paradise,5.6,10
Released,,Raising Victor Vargas,7.8,13
Released,,Harrison Montgomery,0,0
Released,,Live-In Maid,7.8,3
Released,,Deterrence,6.1,7
Released,,The Mudge Boy,7.3,23
Released,,The Young Unknowns,0,0
Released,,Not Cool,3.7,25
Released,,Saints and Soldiers,6.6,98
Released,,Vessel,5.9,8
Released,Where were you in '62?,American Graffiti,6.9,324
Released,,Iraq for Sale: The War Profiteers,8,6
Released,,Aqua Teen Hunger Force Colon Movie Film for Theaters,6.5,35
Released,What would you go back for?,Safety Not Guaranteed,6.8,556
Released,Alright! Alright! Alright!,Kevin Hart: Laugh at My Pain,7.7,43
Released,,Kill List,6,210
Released,Some guests never checked out.,The Innkeepers,5.4,219
Released,Dallas. 1963. The second shooter.,Interview with the Assassin,5.6,5
Released,This party is going overboard,Donkey Punch,4.5,52
Released,Everyone is dying to be with her. Someone is killing for it.,All the Boys Love Mandy Lane,5.7,209
Released,Every addiction has its price.,Bled,3.8,4
Released,The story of a man who was too proud to run.,High Noon,7.6,334
Released,An Extraordinary True Story.,Hoop Dreams,7.7,87
Released,,Rize,5.9,13
Released,"On the Long Island Expressway there are lanes going east, lanes going west, and lanes going straight to hell.",L.I.E.,6.7,31
Released,The Salem Witch Trials remixed.,The Sisterhood of Night,6.5,31
Released,,B-Girl,5.5,7
Released,Secrets don't let go.,Half Nelson,6.5,240
Released,"Sometimes When You're Going Home, It's Important To Know Where You've Come From...",Naturally Native,0,0
Released,,Hav Plenty,0,0
Released,Love. Betrayal. Vengeance,Adulterers,5.2,16
Released,Bad things happen everywhere.,Escape from Tomorrow,4.8,87
Released,,Starsuckers,6.2,5
Released,,The Hadza:  Last of the First,0,0
Released,,After,5.6,63
Released,Deep roots... Deeper Secrets,Treachery,4.8,5
Released,Heaven or hell. It's in his hands.,Walter,5.3,26
Released,They're Dancing Cheek-To-Cheek Again!,Top Hat,7.4,59
Released,The scariest movie of all time is a true story.,The Blair Witch Project,6.3,1055
Released,"3 days of peace, music...and love.",Woodstock,7.1,66
Released,This movie is totally out of control!,The Kentucky Fried Movie,6.4,66
Released,,Mercy Streets,5.5,2
Released,,Carousel of Revenge,0,0
Released,Over the edge and out of control.,Broken Vessels,6,2
Released,,Water & Power,3,1
Released,,Light from the Darkroom,0,0
Released,How far will a family go to bury the truth?,The Maid's Room,4.8,4
Released,"The Beatles, starring in their first full-length, hilarious, action-packed film!",A Hard Day's Night,7.3,168
Rumored,,The Harvest (La Cosecha),0,0
Released,Sometimes It's Right To Do the Wrong Thing.,Love Letters,4.6,4
Released,Never Leave Your Partner Behind.,Fireproof,7,100
Released,,Benji,6.1,35
Released,Scream all you want.,Open Water,5.4,315
Released,The road less traveled is filled with pot holes.,High Road,5.8,22
Released,"A Living, Crawling, Hell on Earth!",Kingdom of the Spiders,5.7,30
Released,,Mad Hot Ballroom,7.2,8
Released,Loneliness is much better when you have got someone to share it with.,The Station Agent,7.4,210
Released,Some people are just dying to be heard.,To Save A Life,6.2,21
Released,,Wordplay,7.3,10
Released,,Beyond the Mat,7.8,17
Released,The Road to Eternal Marriage Has Never Been Longer,The Singles Ward,7.5,4
Released,"Before there was Fiddler, there was Tevye... and the man who created him.",Sholem Aleichem: Laughing In The Darkness,7,2
Released,Are you feeling it?,Groove,5.6,6
Released,Just when you thought it was safe to go back into the world...,The R.M.,4.8,4
Released,A different kind of love story.,Twin Falls Idaho,7,11
Released,"Beneath the surface, everyone has a secret.",Mean Creek,6.9,106
Released,Know life. No limits.,Hurricane Streets,4.8,4
Released,A mature love story for immature people.,Never Again,4,3
Released,,Civil Brand,5.3,4
Released,,Lonesome Jim,6.4,26
Released,A comedy about knowing when to say when.,Drinking Buddies,6,356
Released,,Deceptive Practice: The Mysteries and Mentors of Ricky Jay,7.1,17
Released,,The Other Dream Team,6.9,7
Released,Keeping up an image can be a full time job.,Johnny Suede,4.7,13
Released,,Finishing The Game,4.9,8
Released,Are you TIRED of the expected?,Rubber,5.7,251
Released,,Kiss the Bride,4.2,11
Released,,The Slaughter Rule,6.2,9
Released,"After Six Years, They're No Longer Aliens. They're Residents",Monsters,6.2,587
Released,All is fair in love and real estate.,The Californians,4,1
Released,,The Living Wake,5,1
Released,"When there's no more room in Hell, the dead will go to DETENTION!",Detention of the Dead,4.5,34
Released,,Scott Walker: 30 Century Man,7,8
Released,,Everything Put Together,5,2
Released,,Good Kill,5.9,208
Released,,The Outrageous Sophie Tucker,0,0
Released,"Live every moment, love every minute",Now Is Good,7.3,371
Released,,Girls Gone Dead,3.5,14
Released,,America Is Still the Place,0,0
Released,,Subconscious,3.4,4
Released,Welcome to our nightmare!,Enter Nowhere,6.5,49
Released,,El Rey de Najayo,0,0
Released,It's all or nothing,Fight to the Finish,5.2,3
Released,Hell ain't got a prayer.,Alleluia! The Devil's Carnival,6,2
Released,Be careful what you listen for.,The Sound and the Shadow,0,0
Released,,Rodeo Girl,5.5,1
Released,,Born to Fly: Elizabeth Streb vs. Gravity,5,1
Released,,The Little Ponderosa Zoo,2,1
Released,He was 98lbs. of solid nerd until he became...,The Toxic Avenger,6.3,113
